comment_id,username,message
ct_657,T,My temperature rises from the music :smiling_cat_with_heart_eyes:
ct_658,HNRIK,Crazy how many songs I know from Moby without even being an hardcore fan haha
ct_659,Alejandra,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:
ct_661,CristianKirk,@HNRIK All that played MTV
ct_662,Luca M.,:star::glowing_star::musical_notes::musical_note::glowing_star::star:
ct_663,TamÃ¡s BorbÃ©ly,ooohh :violin::musical_note::musical_notes::musical_score::speaker_high_volume::dizzy:
ct_664,Sporty Otter Pop (RenÃ© Lilly),"Thank you Arte Concert, for keeping it pleasant for us"
ct_665,Julian Reverse,@ARTE Concert :smiling_face_with_heart_eyes:
ct_666,Animaphagus,This song is awesome
ct_668,alcolm,right on time
ct_669,RAFFIN gisÃ¨le,Moby:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:
ct_670,F L,ARTE Concert :sign_of_the_horns:
ct_674,Elder Moura,:elbowcough::elbowcough:
ct_675,Ford Prefect,Love this part
ct_676,CyrusBlack,this is insane
ct_677,T,Artwork 
ct_678,Gilles Zenner,Moby on The Diddy-List :flushed_face::flushed_face::flushed_face:
ct_680,Luca M., :raising_hands::sparkles::raising_hands::sparkles::raising_hands:
ct_681,Sporty Otter Pop (RenÃ© Lilly),porcelain was already catch it on the plaback! It was great
ct_682,Aktamix,extreme ways is so powerful track...
ct_684,Luca M.,:raising_hands::collision::raising_hands::collision::raising_hands: 
ct_687,F L,:clapping_hands::sign_of_the_horns::raising_hands:
ct_689,Luca M.,:collision::raising_hands::collision::raising_hands: :raising_hands::sparkles::raising_hands::sparkles:
ct_693,Sporty Otter Pop (RenÃ© Lilly),"if this keeps up, hips will be swinging next"
ct_694,Epi..mÅ±,:musical_notes::location-yellow-teal-bars:thanks for all @ARTE Concertâœ“ always Delivering quality recorded productions from every genre ..YT:trophy-yellow-smiling::finger-red-number-one:ğŸ‘ğŸ¼ğŸ‘ğŸ¼
ct_695,HNRIK,@el polaco :grinning_face: according to chat GPT no it's not
ct_696,Anniken Huseby,OMG OMG :red_heart: :red_heart: :red_heart: TUNE!
ct_697,Julian Reverse,Choklate :smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:
ct_698,Ford Prefect,:red_heart:
ct_699,F L,:smiling_cat_with_heart_eyes::heart_with_arrow::backhand_index_pointing_left::backhand_index_pointing_right::sign_of_the_horns:
ct_703,Sporty Otter Pop (RenÃ© Lilly),"hawt, hawt, hotness in the ears"
ct_704,Stephen Lee,:blue_heart::red_heart::orange_heart::yellow_heart::green_heart:
ct_705,Lucas Gllx,"@HNRIK Same, I never searshed him on Spotify but jeez I know almost every song, what a legend!"
ct_706,Thor Hamma,coolest version of this song ever!
ct_708,Dani,@ARTE Concert Will this concert stay online? 
ct_710,HNRIK,"I love her voice, I miss this kind of voice in today's music. Everything has this little chicken falsettos "
ct_711,Stephen Lee,:face-red-heart-shape:
ct_712,The Running Secretary,"Watching on the bus to work from Tasmania, Australia"
ct_713,Sporty Otter Pop (RenÃ© Lilly),"My cat is even watching, totally fascinated now"
ct_714,F L,le pied :sign_of_the_horns:
ct_716,Henrik TÃ³th,:red_heart::black_heart::red_heart::black_heart:
ct_718,SoundDesigners,"what a voice, full of charisma!"
ct_724,Sporty Otter Pop (RenÃ© Lilly),that funk is so on point
ct_725,Lucas Gllx,"@Er C good for you, nobody cares :face_blowing_a_kiss:"
ct_726,Dani,@ARTE Concert thank you. :face-red-heart-shape:
ct_727,Mariana Correia,the first song I played in the guitar was Moby's song :red_heart: thanks from Brasil
ct_728,SoundDesigners,this must be on vinyl!
ct_729,C-Lakata,ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»
ct_730,Luca M.,:musical_note::musical_notes::sparkles::sparkles:
ct_732,Carell Cassey,"Watching in the background at work. It's 2:30pm in the afternoon here in Madison, WI"
ct_733,TamÃ¡s BorbÃ©ly,:clapping_hands::clapping_hands::clapping_hands::clapping_hands:
ct_734,T,ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»
ct_736,Cody Curtin,Moby's DJ sets are some of the best you will ever see if you get the chance. He absolutely rips really driving electro and techno
ct_737,Olesya Gorbacheva,:red_heart::red_heart::red_heart::red_heart:
ct_739,RAFFIN gisÃ¨le,:star_struck::smiling_face_with_hearts::smiling_face_with_hearts:
ct_740,Luca M.,:raising_hands::sparkles::raising_hands::sparkles::raising_hands:
ct_742,Ford Prefect,:red_heart:
ct_743,Sporty Otter Pop (RenÃ© Lilly),Jackson! We're going to Jaackson
ct_745,sunshine 70,:red_heart:
ct_746,T,:face-orange-biting-nails:
ct_747,Sporty Otter Pop (RenÃ© Lilly),or maybe not-it has no trumpet solo
ct_749,Lucas Gllx,I'm a trumpet now
ct_750,Luca M.,@sunshine 70 hallo :waving_hand::slightly_smiling_face:
ct_751,T,Sunshine :smiling_cat_with_heart_eyes:
ct_752,Sporty Otter Pop (RenÃ© Lilly),"I jumped when he said ""June Carter"""
ct_753,Epi..mÅ±,"el polaco... yes ğŸ‘ğŸ¼ well spotted Sherlock ğŸ•µğŸ¼., did you notice that I'm not the Channel host .. and that they've posted a reply to that query!"
ct_754,F L,:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-blue-smiling:
ct_755,Julieta Pusino,lol :grinning_squinting_face: @Lucas Gllx 
ct_756,T,:beaming_face_with_smiling_eyes:
ct_757,TamÃ¡s BorbÃ©ly,hey hey @sunshine70
ct_758,sunshine 70,Hallo @Luca M. :sun_with_face::speaker_high_volume:
ct_761,Sporty Otter Pop (RenÃ© Lilly),Yes! Ring of Fire
ct_764,sunshine 70,hello @T :hugging_face::musical_notes:
ct_765,Ford Prefect,:fire:
ct_767,Sporty Otter Pop (RenÃ© Lilly),I FELL IN TO A BURNING RING OF FIRE
ct_768,Dani,:smiling_face:
ct_769,luizwijn,country moby?
ct_771,sunshine 70,niceee :red_heart:
ct_772,Luca M.,:raising_hands::collision::raising_hands::collision::raising_hands:
ct_773,Alexander Fleener,Ring of :fire: 
ct_774,Stephen Lee,<- is a trumpet (apparently) 
ct_775,Dani,I became vegan thanks to Moby. He is a great inspiration in so many areas.
ct_778,Ford Prefect,:fire:
ct_779,Epi..mÅ±,",____:locomotive::railway_car::railway_car::railway_car::railway_car:,___ :peach::dashing_away:ring of fire"
ct_781,Sash,"such a delight to watch. I've known Moby for decades, first time watching him perform... such a delight. thanks Arte for this"
ct_782,Julieta Pusino,wow he has a good voice for country!!
ct_783,T,Country dancing 
ct_784,Lyli J,decades vegan ! before people even knew about veganism
ct_785,Lyli J,what a G
ct_787,Alexander Fleener,Indian food gives me ring of :fire: 
ct_788,Lyli J,he has a vegan restaurant in LA - all revenue goes to animal rights organizations too <3
ct_790,Luca M.,:raising_hands::collision::raising_hands::collision::raising_hands: 
ct_792,F L,:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-blue-smiling::face-blue-smiling::face-blue-smiling:
ct_795,PinkPanther77777,moby lets go
ct_796,Ford Prefect,great atmosphere
ct_798,Julian Reverse,@Lyli J the restaurant is long gone.
ct_801,Lyli J,@Julian Reverse ahhh nooo what happened
ct_802,Lyli J,:(
ct_803,Mignonmoogle,Trumpet solo ! :grinning_face_with_sweat:
ct_804,Florin Alin DINCA,Just stick to the album...
ct_805,F L,:trumpet::trumpet::trumpet::face-blue-smiling::face-blue-smiling:
ct_806,Epi..mÅ±,sunshine 70 :blossom::hugging_face: hi Hun :face_blowing_a_kiss: just in time for a blow :wind_face::trumpet:along :winking_face:
ct_807,Stephen Lee,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:
ct_811,Sporty Otter Pop (RenÃ© Lilly),now reminds of Joy Division
ct_812,Julian Reverse,@Lyli J we don't know but it closed for god in fall 2022
ct_813,Stephen Lee,Lift my Cup *slurp* :face-red-heart-shape:
ct_815,TamÃ¡s BorbÃ©ly,:guitar::violin::musical_notes::musical_note::dizzy::speaker_high_volume:
ct_816,F L,:guitar::guitar::guitar::face-blue-smiling::face-fuchsia-tongue-out::face-fuchsia-wide-eyes:
ct_819,VITHOUSE,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:
ct_820,Epi..mÅ±,definitely hints of Ian Curtis and Joy Division in this one :musical_notes::goodvibes:
ct_821,Julieta Pusino,nah whats this version xd
ct_822,F L,:high_voltage::guitar::banjo:
ct_825,sunshine 70,amazing :red_heart:
ct_826,Luca M.,:raising_hands::sparkles::raising_hands::sparkles::raising_hands:
ct_827,Djileddine mehdi Rahmani,moby the legend
ct_829,Lyli J,"@Julian Reverse yeah weird I tried looking up the reason, couldn't find it. just found that the employees were very upset at how it was handled xD"
ct_831,Riu,Top!
ct_833,Bartosz Jurand,This song is pure perfect :red_heart: 
ct_834,C-Lakata,What a version :love_you_gesture::thumbs_up::thumbs_up::thumbs_up:
ct_835,Luca M.,:musical_notes::musical_note::sparkles::sparkles:
ct_836,Sporty Otter Pop (RenÃ© Lilly),Feeling lifted up
ct_838,GÃ©gÃ© gerard,tres beau spectacle live thanks Mister Moby
ct_839,Lucas Gllx,:clapping_hands::clapping_hands::clapping_hands:
ct_840,Epi..mÅ±,:hands-yellow-heart-red::face-blue-heart-eyes:
ct_841,Sporty Otter Pop (RenÃ© Lilly),"Thank you for tonight, Arte Concert"
ct_842,CrystalinMohadryn,:slightly_smiling_face:
ct_843,Lizbeth Ajuria,:smiling_face_with_sunglasses::partying_face::purple_heart::purple_heart::purple_heart:
ct_844,CrystalinMohadryn,:elbowcough::elbowcough:
ct_845,M S,ğŸ™ğŸ¼
ct_847,DJ Arte Lone,:victory_hand::victory_hand::victory_hand:
ct_850,Fax,Remember when Moby was techno music
ct_851,Wilma Flintstone,"woohoooooo, one of the greatest, thank you arte !!!!!"
ct_852,Lizbeth Ajuria,:beaming_face_with_smiling_eyes:
ct_853,Ford Prefect,:3
ct_855,TamÃ¡s BorbÃ©ly,"""\_:face-blue-heart-eyes:_/""""\_:face-purple-wide-eyes:_/"""
ct_857,F L,:sign_of_the_horns::sign_of_the_horns::sign_of_the_horns:
ct_858,Sporty Otter Pop (RenÃ© Lilly),love this one
ct_860,Julieta Pusino,i'd love him to play dream about me :') 
ct_861,sunshine 70,yezzzz :red_heart::musical_notes::red_heart::musical_notes::red_heart::musical_notes::red_heart:
ct_862,Julian Reverse,"Thank you, thank you, THANK YOU MOBY! Thank you, thank you, THANK YOU @ARTE Concert !"
ct_863,Sporty Otter Pop (RenÃ© Lilly),have chills
ct_867,Wilma Flintstone,i do :red_heart:
ct_868,Luca M.,:raising_hands::sparkles::raising_hands::sparkles::raising_hands: 
ct_869,filtav,:eyes-pink-heart-shape:
ct_872,VITHOUSE,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:
ct_873,TamÃ¡s BorbÃ©ly,:hands-yellow-heart-red::volcano-green-lava-orange::face-fuchsia-flower-shape::face-turquoise-music-note::person-pink-swaying-hair::octopus-red-waving:
ct_874,Gonzalo Giuliano,ğŸ‡¦ğŸ‡·:red_heart:
ct_875,Ford Prefect,"Well yeah, that's so damn good"
ct_876,Luca M.,:shooting_star::shooting_star::star::glowing_star::shooting_star::shooting_star: 
ct_877,Elvis Cervantes,:smiling_face_with_hearts:
ct_878,sunshine 70,:thumbs_up::thumbs_up::thumbs_up::thumbs_up::red_heart::musical_notes::red_heart::musical_notes::red_heart:
ct_879,Lizbeth Ajuria,:smiling_face:
ct_882,Luca M., :raising_hands::collision::raising_hands::collision::raising_hands:
ct_883,F L,absolument magnifique :sign_of_the_horns:
ct_884,arqoss,:face-blue-smiling::face-blue-smiling::face-blue-smiling::smiling_face_with_hearts::dog::cat::fox:
ct_886,DJ Arte Lone,:thumbs_up:
ct_887,Ford Prefect,Perfection
ct_890,filtav,:hand-orange-covering-eyes:
ct_893,filtav,another diva voice
ct_894,Epi..mÅ±,Vocals are so fekn honest and deep ğŸ‘ğŸ¼:musical_notes::speaker_high_volume::musical_notes:
ct_895,Daniel,crack
ct_896,T,ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»
ct_898,lÃ©o fruity head,hello ARTE:person-turqouise-waving:THX:face-red-heart-shape:& moby too
ct_903,Omni,ARTE is the best
ct_905,Rodrigo DÃ­az,ğŸ‡²ğŸ‡½ğŸ‡²ğŸ‡½ğŸ‡²ğŸ‡½ğŸ‡²ğŸ‡½
ct_907,Ford Prefect,"Fantastic show. Thanks for broadcasting and thanks to the chat here, too. Have a good one yall"
ct_908,Roland Jeske,Great show! Thanks to Arte and Moby!
ct_910,Luca M.,:musical_note::musical_notes::sparkles::sparkles:
ct_911,Epi..mÅ±,ğŸ‘ğŸ¼ğŸ‘ğŸ¼
ct_912,Epi..mÅ±,ğŸ‘ğŸ¼ğŸ‘ğŸ¼
ct_913,Omni,<3
ct_914,Epi..mÅ±,ğŸ‘ğŸ¼ğŸ‘ğŸ¼
ct_915,T,Standing ovations ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»
ct_916,Epi..mÅ±,ğŸ‘ğŸ¼ğŸ‘ğŸ¼:winking_face:
ct_917,Wilma Flintstone,will this concert remain on arte concert channel ? 
ct_918,Epi..mÅ±,ğŸ‘ğŸ¼ğŸ‘ğŸ¼:red_heart:
ct_921,Epi..mÅ±,ğŸ‘ğŸ¼ğŸ‘ğŸ¼ğŸ‘ğŸ¼:red_heart:
ct_923,sunshine 70,:red_heart::red_heart::red_heart:
ct_924,Kevin Maria,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
ct_925,Luca M.,:musical_note::musical_notes::sparkles::sparkles:
ct_926,Wilma Flintstone,"super, thank you once again arte concert !!! :face-red-heart-shape:"
ct_931,CristianKirk,@ARTE Concert Why can't be forever? Didn't know videos had a life span
ct_935,muzikxpress,This was so good!
ct_936,Luca M.,:raising_hands::sparkles::raising_hands::sparkles::raising_hands:
ct_939,MO-DU / Jan Jiskra,this is moby
ct_940,lÃ©o fruity head,:winking_face_with_tongue:ğŸ¤œğŸ»
ct_941,sunshine 70,ohhh yes :raising_hands::raising_hands::speaker_high_volume::speaker_high_volume::fire::fire::fire:
ct_943,F L,:grinning_squinting_face::upside_down_face::face_savoring_food:
ct_945,Luca M.,:man_dancing::high_voltage::man_dancing::high_voltage::man_dancing::high_voltage:
ct_946,Alejandra,:fire::fire::fire::fire::fire:
ct_947,Wilma Flintstone,:partying_face:
ct_951,Ford Prefect,:red_heart:
ct_952,Ieva Hermansone,:hand-pink-waving:
ct_956,Alejandra,:fire::fire::fire::fire::fire:
ct_958,sunshine 70,love this song :raising_hands::red_heart::raising_hands::red_heart::raising_hands::red_heart::raising_hands::red_heart::raising_hands::red_heart::raising_hands:
ct_959,Alejandra,:high_voltage::high_voltage::high_voltage::high_voltage::high_voltage:
ct_961,Julian Reverse,Nadia :smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:
ct_963,Luca M.,:raising_hands::collision::raising_hands::collision::raising_hands:
ct_964,Alejandra,:bomb::bomb::bomb::bomb::bomb:
ct_965,Alejandra,:bomb::bomb::bomb::bomb::bomb::bomb:
ct_967,Ford Prefect,:3 :red_heart:
ct_969,TamÃ¡s BorbÃ©ly,"""\_:face-blue-smiling::face-fuchsia-tongue-out:_/"""
ct_970,agustina Isabel rico,:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:
ct_971,F L,:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face_savoring_food::zany_face:
ct_973,Esteban Gutierrez,SUBLIME:beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes:
ct_974,Luca M.,:musical_note::musical_notes::sparkles::sparkles:
ct_975,Alejandra,:bomb::bomb::bomb::bomb::collision::collision::collision:
ct_976,Ford Prefect,true classic of electronic music
ct_977,Orientalzaffiro,:peace_symbol::peace_symbol::peace_symbol::peace_symbol::peace_symbol::peace_symbol::peace_symbol::peace_symbol:
ct_979,Alejandra,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:
ct_980,Bastien Gatellier,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:
ct_981,CristianKirk,@ARTE Concert Thanks for responding. Didn't know. Thanks for all you do
ct_982,Alejandra,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:
ct_983,Luca M.,:raising_hands::sparkles::raising_hands::sparkles::raising_hands:
ct_986,F L,:smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::duck::sun_with_face::sun_with_face:
ct_989,Alejandra,:fire::fire::fire::fire::fire:
ct_990,Alejandra,:firecracker::firecracker::firecracker::firecracker:
ct_993,Alexander Fleener,Moby sweats E
ct_994,sunshine 70,:red_heart::fire::red_heart::fire::red_heart::fire::red_heart:
ct_995,Alejandra,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:
ct_996,Wilma Flintstone,"this is just awesome, this is art e"
ct_999,Alejandra,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:
ct_1000,TamÃ¡s BorbÃ©ly,:fire::cyclone::fire::cyclone::fire::cyclone:
ct_1001,el polaco,A 1991 song is now just like a 1958 song in 1991.
ct_1004,Alejandra,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::loudly_crying_face::loudly_crying_face::loudly_crying_face:
ct_1005,Ford Prefect,:red_heart:
ct_1006,Luca M., amazing :water_wave::musical_note::musical_notes::collision:
ct_1007,Julian Reverse,I am feeling SOOOOO real!
ct_1008,T,Everyone it was very nice watching with you 
ct_1009,Alejandra,CHILE :heart_on_fire:
ct_1010,Ford Prefect,:crying_face:
ct_1011,F L,incredible mood
ct_1012,TamÃ¡s BorbÃ©ly,:hand_with_fingers_splayed::smiling_face_with_smiling_eyes:
ct_1013,Ieva Hermansone,thank you Arte concert for giving us this awesome night with Moby
ct_1014,Ford Prefect,Agreed T
ct_1015,Epi..mÅ±,:speaker_high_volume::face-red-heart-shape::face-blue-heart-eyes:some dunt thanks :winking_face:ğŸ‘ğŸ¼
ct_1016,Alejandra,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::loudly_crying_face::loudly_crying_face::loudly_crying_face:
ct_1018,lÃ©o fruity head,:face-red-heart-shape:..............
ct_1019,T,ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ™ŒğŸ»ğŸ™ŒğŸ»
ct_1020,chiche05,thank you for the broadcast
ct_1022,Wilma Flintstone,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:
ct_1025,Alejandra,:raising_hands::raising_hands::raising_hands::raising_hands::raising_hands:
ct_1030,Luca M.,:hand-pink-waving:bye bye
ct_1033,Alejandra,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:
ct_1034,neurosien frisco,:fire::fire::fire::fire::fire:
ct_1036,Belen Gahz,It was amazing thank you 
ct_1037,TamÃ¡s BorbÃ©ly,:clapping_hands::open_hands::clapping_hands::open_hands::clapping_hands:
ct_1040,Vandario 199,Global Electronic Dance Music:firecracker:
ct_1041,Lizbeth Ajuria,:smiling_face_with_hearts:
ct_1042,visual fresh ,MOBY :red_heart: GO VEGAN
ct_1043,Epi..mÅ±,"And don't forget your ""Towels"" folks"
ct_1045,llliiiillliiimoa,:red_heart::red_heart::red_heart:
ct_1047,Alejandra,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:
ct_1048,Dani,thanks for this @ARTE Concert love for everyone :red_heart: 
ct_1049,carabo33,Thousand!
ct_1050,El NeverFake,Techno brutal himno 
ct_1051,sunshine 70,:heart_exclamation::heart_exclamation::heart_exclamation::heart_exclamation:
ct_1055,Alejandra,:collision::collision::collision::collision::raised_fist::raised_fist::raised_fist:
ct_1056,DJ Lapidar,:thanksdoc::yt::thanksdoc:
ct_1057,Lizbeth Ajuria,:collision::purple_heart:ğŸ’ƒğŸ¾
ct_1060,Alejandra,:raised_fist::raised_fist::raised_fist::raised_fist::raised_fist:
ct_1062,Alejandra,:raised_fist::raised_fist::raised_fist::raised_fist:
ct_1065,Alejandra,:raised_fist::raised_fist::raised_fist::raised_fist:
ct_1067,ThÃ©o Ferracci,fire
ct_1068,Dmytro Rybak,:blue_heart:
ct_1070,Dmytro Rybak,:yellow_heart:
ct_1071,F L,:bomb::bomb::bomb::bomb:
ct_1072,Alejandra,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:
ct_1073,Bigos,never gonna give you up on a drop please
ct_1074,darkkratos2000,@ARTE Concert can you put a setlist into the description as well?
ct_1075,Roland Jeske,Thats so cool! ntzntzntzntz
ct_1077,Alejandra,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:
ct_1079,Jannis JaG,No we're listening to a world record track.
ct_1080,F L,:heart_with_arrow::heart_with_arrow::heart_with_arrow:
ct_1082,Dmytro Rybak,:blue_heart:
ct_1083,Dmytro Rybak,:yellow_heart:
ct_1084,Alejandra,:bomb::bomb::bomb::bomb::bomb:
ct_1085,ThÃ©o Ferracci,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:
ct_1088,Alejandra,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:
ct_1089,Alejandra,:bomb::bomb::bomb::bomb:
ct_1090,ThÃ©o Ferracci,:fire::fire::fire::fire:
ct_1091,sunshine 70,:raising_hands::fire::raising_hands::fire::raising_hands::fire:
ct_1093,Dmytro Rybak,:blue_heart:
ct_1094,Dmytro Rybak,:yellow_heart:
ct_1096,Alejandra,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:
ct_1097,chiche05,:raising_hands::raising_hands::raising_hands::raising_hands::raising_hands:
ct_1098,Wilma Flintstone,"moby did a lot of drugs when he wrote his songs he once told. actually most music artists did, but moby seems to have gotten the right dose of the right stuff :rocket-red-countdown-liftoff:"
ct_1099,visual fresh ,GO VEGAN :red_heart: 
ct_1100,F L,:skull_and_crossbones::bomb::waving_hand:ğŸ¤ŸğŸ»
ct_1101,Dmytro Rybak,:face-red-heart-shape:
ct_1103,Dmytro Rybak,:blue_heart:
ct_1104,Dmytro Rybak,:yellow_heart:
ct_1106,Jannis JaG,"This ist called ""Thousand"". And it has 1000 BPM..."
ct_1107,Alejandra,La wea hermosaaaa:heart_on_fire:
ct_1108,sunshine 70,yesss:fire::raising_hands::fire::raising_hands::fire::raising_hands::fire:
ct_1109,G.D B,@Arte Concert THX!!!!!
ct_1112,visual fresh ,GO VEGAN :red_heart: ARGENTINA MOBY 
ct_1113,mAt,hard before other
ct_1114,Alejandra,:collision::collision::collision::raised_fist::raised_fist:
ct_1118,visual fresh ,GO VEGAN :red_heart: 
ct_1119,Alejandra,:bomb::bomb::bomb::bomb:
ct_1121,F L,:face_savoring_food::face_savoring_food::face_savoring_food:
ct_1126,Alejandra,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:
ct_1127,Alejandra,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:
ct_1129,Alejandra,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::collision::collision::collision::collision:
ct_1132,Yuli Romero Official,:fire::fire::fire::fire::fire::fire::fire:
ct_1133,lÃ©o fruity head,:red_heart::yellow_heart::green_heart::blue_heart:
ct_1134,Jannis JaG,"If someone wants to listen to other music of this Speed, Google ""The Berzerker"""
ct_1135,Alejandra,:heart_on_fire:
ct_1136,chiche05,:clapping_hands::clapping_hands::clapping_hands:
ct_1137,Julian Reverse,"Thank you, thank you, THANK YOU MOBY! "
ct_1138,T,ğŸ™ğŸ»:heart_on_fire:ğŸ™ŒğŸ»
ct_1139,Dani,<3
ct_1140,Wilma Flintstone,:eyes-purple-crying:
ct_1141,BA-CA,pzdro from Poland @ARTE Concert 
ct_1142,El NeverFake,25 years
ct_1143,Cyn Raver,:yellow_heart::fire::fire:ğŸ™ŒğŸ¼:sparkles:
ct_1145,Alejandra,:raising_hands::red_heart:
ct_1148,Octobert,thanks arte
ct_1150,chiche05,<3
ct_1151,Kevin Dortmann,Thank you Moby and Arte! Have a wonderful evening!
ct_1152,Nikguy,THANKS ARTE!!!!!!!!!!!!!!!!!!!!!!!
ct_1154,Carell Cassey,@ARTE Concert Thanks!
ct_1155,Broomhilda von Shaft,boy you're the one..
ct_1156,sunshine 70,spectacular concert :heart_exclamation::heart_exclamation::heart_exclamation::heart_exclamation:thank you ARTE and Moby :red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:
ct_1159,Epi..mÅ±,"ğŸ‘ğŸ¼ğŸ‘ğŸ¼ excellent show ., thanks for 25yrs of great tunes :bullseye: ğŸ‘ŒğŸ¼"
ct_1160,Thor Hamma,Merci @ARTE Concert :yougotthis:
ct_1161,TamÃ¡s BorbÃ©ly,:open_hands::clapping_hands::open_hands::clapping_hands:
ct_1163,BA-CA,YOOO @ARTE Concert thx
ct_1164,Dmytro Rybak,:red_heart:
ct_1165,Dmytro Rybak,:black_heart:
ct_1166,visual fresh ,GO VEGAN :red_heart: ARGENTINA 
ct_1167,Dmytro Rybak,:red_heart:
ct_1168,Dmytro Rybak,:black_heart:
ct_1169,erm0n,Thx Arte!
ct_1170,Dmytro Rybak,:blue_heart:
ct_1171,Dmytro Rybak,:yellow_heart:
ct_1174,tomtomftube,:hand-pink-waving:
ct_1175,visual fresh ,GO VEGAN :red_heart: 
