comment_id,username,message,feeling_pos,feeling_neu,feelinf_neg,external_ref,phys_react_intentional,phys_react_unintentional,reference_audience
ct_536,Simon G,:red_heart:,,,,,,,
ct_538,Marcelo Borges,:smiling_face_with_smiling_eyes:,,,,,,,
ct_539,Stefan Irma,thanks so much arte :folded_hands:,,,,,,,
ct_540,Angelina Evtikhova,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:,,,,,,,
ct_541,Marcelo Borges,:thanksdoc:,,,,,,,
ct_543,kuronocloud66,Daft punk stole everything from Air,,,,,,,
ct_545,Headsknow,Love this so much. ,,,,,,,
ct_546,blue_scape,Radian is the next song (says the setlist) @Headsknow ,,,,,,,
ct_548,Steven Baker,Pure Joy!:sparkling_heart::victory_hand:,,,,,,,
ct_549,Jennifer Juniper,"I was there the day before, on 30/5. A dream come true to see this live :sparkles::red_heart:",,,,,,,
ct_551,Irie Elliott,Austin TX awaits 🙌🏽,,,,,,,
ct_552,lucalone,:tulip::tulip::rose::rose::sunflower::cherry_blossom::white_flower::rosette:,,,,,,,
ct_553,TouchPerInch,I'm traveling far far away right now...:shooting_star:,,,,,,,
ct_554,RetroSound,one of the best concerts I ever visited,,,,,,,
ct_555,f c,TOM OR MATTIE who reps 0161 MOST ,,,,,,,
ct_556,Doughnut Doney,So selection of songs after this album end song then?,,,,,,,
ct_562,MrTRIFORCE666,👏🏻👏🏻,,,,,,,
ct_572,TouchPerInch,another please!!! T.T,,,,,,,
ct_577,MrTRIFORCE666,:shooting_star::shooting_star:,,,,,,,
ct_579,MrTRIFORCE666,:glowing_star:,,,,,,,
ct_582,Steven Baker,@Doughnut Doney Yes 9 more songs,,,,,,,
ct_583,Leesmap Man,well there is radian,,,,,,,
ct_586,Angelina Evtikhova,👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼,,,,,,,
ct_591,blue_scape,I'm happy for you @Headsknow ,,,,,,,
ct_594,Headsknow,Thanks ,,,,,,,
ct_595,lucalone,:face_savoring_food:,,,,,,,
ct_597,Romeo CHARLIE,:musical_score::banjo::musical_keyboard:,,,,,,,
ct_599,popcorntommy,@Headsknow me too since the first track ,,,,,,,
ct_600,f c,MUAY THAI AND MUY LOCO,,,,,,,
ct_601,RetroSound,Mellotron flute :heart_with_ribbon:,,,,,,,
ct_603,Doughnut Doney,"plz say ""Cherry Blossom Girl"" was one of the 9 other tracks?",,,,,,,
ct_604,Romeo CHARLIE,:full_moon::waning_gibbous_moon::last_quarter_moon::waning_crescent_moon::new_moon:,,,,,,,
ct_605,Steven Baker,Venus Cherry Blossom Girl Run Highschool Lover Surfing on a Rocket Don't Be Light ...,,,,,,,
ct_606,Fabio Franco,yes it is,,,,,,,
ct_607,Fabio Franco,it's coming...,,,,,,,
ct_608,Doughnut Doney,great selection of other songs,,,,,,,
ct_609,Doughnut Doney,great its on,,,,,,,
ct_610,János,:blue_heart::white_heart::heart_suit:,,,,,,,
ct_612,Ganimedes Light,sexy cowboy,,,,,,,
ct_613,TouchPerInch,👏🏻👏🏻👏🏻,,,,,,,
ct_616,filtav,oush this one,,,,,,,
ct_618,f c,WAKE UP TODAY WITH A HEART IN MY HAND,,,,,,,
ct_619,Nat GE,uuuuuiii:red_heart::red_heart::red_heart::red_heart:,,,,,,,
ct_620,blue_scape,"Yeah, the next song is Cherry Blossom Girl ",,,,,,,
ct_621,Steven Baker,Then Alone in Kyoto and Electronic Performers encore,,,,,,,
ct_624,Pablo Veas,AIR is comming to chile on novemebr CTMMMMMMMMMMMMMMM,,,,,,,
ct_627,MrTRIFORCE666,:glowing_star: :glowing_star: :glowing_star:,,,,,,,
ct_628,f c,WHEN UR UPSET I WILL HUG YOU LIKE A LIFE JACKET IN THE OCEAN OF HATE,,,,,,,
ct_629,filtav,:eyes-pink-heart-shape:,,,,,,,
ct_630,TouchPerInch,Si!!! vienen al Fauna primavera :red_heart::red_heart:,,,,,,,
ct_633,f c,BUT IF U NEED HELP,,,,,,,
ct_634,f c,I WE US KAMALA WILL CARRY YOU TO THE FINISH LINE ,,,,,,,
ct_636,Dolores Maldonado,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:,,,,,,,
ct_637,filtav,fully heart language this album communicates,,,,,,,
ct_638,filtav,:eyes-pink-heart-shape:,,,,,,,
ct_640,f c,THIRD STRING ,,,,,,,
ct_641,Marie Pennamen,:purple_heart::purple_heart::purple_heart:,,,,,,,
ct_644,f c,FOURTH ABOUT TO ARRIVE,,,,,,,
ct_647,Dan,stupendo :red_heart::red_heart::red_heart::red_heart:,,,,,,,
ct_648,MrTRIFORCE666,👏🏻👏🏻,,,,,,,
ct_656,The Shooting Star,!!!,,,,,,,
ct_657,RetroSound,Cherry,,,,,,,
ct_659,MrTRIFORCE666,:two_hearts:,,,,,,,
ct_660,filtav,super track,,,,,,,
ct_663,Headsknow,Ethereal ,,,,,,,
ct_664,TouchPerInch,:cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom:,,,,,,,
ct_666,Nat GE,cherry,,,,,,,
ct_668,Dolores Maldonado,cherry blossom girl :smiling_face_with_hearts:,,,,,,,
ct_669,Irie Elliott,:cherry_blossom::cherry_blossom::cherry_blossom:,,,,,,,
ct_670,Nat GE,:red_heart::red_heart::red_heart::red_heart:,,,,,,,
ct_675,f c,from above,,,,,,,
ct_676,Sergio Infante,:cherries::cherry_blossom::cherries::cherry_blossom::cherries::cherry_blossom::cherries::cherry_blossom:,,,,,,,
ct_677,jacinte munoz,:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:,,,,,,,
ct_679,f c,she has Alien eyes,,,,,,,
ct_681,f c,is she my aNGEL,,,,,,,
ct_682,filtav,cherrie and cheers all,,,,,,,
ct_683,Marie Pennamen,:cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom:,,,,,,,
ct_684,TouchPerInch,:cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom:,,,,,,,
ct_685,MrTRIFORCE666,:speaker_high_volume::speaker_medium_volume::speaker_high_volume:,,,,,,,
ct_686,filtav,:eyes-pink-heart-shape:,,,,,,,
ct_687,f c,CANT LOOK ABOVE CAUSE IT BURNS MY EYS. BUT SHE COVERS THE SUN MY WIFE,,,,,,,
ct_688,Martin Hallak,that arturia is too loud,,,,,,,
ct_690,Romeo CHARLIE,:horse_racing::skier::person_surfing::person_rowing_boat::person_swimming:....:mermaid:,,,,,,,
ct_691,Stefan Irma,the air is vibrating,,,,,,,
ct_693,f c,THE WOMEN ABOVE THE WOMEN BELOW THE MAKES IT TRUE,,,,,,,
ct_694,filtav,@The Shooting Star :face-red-heart-shape:,,,,,,,
ct_695,Feburgardt,Que manija locooo :blue_circle::white_circle::sun::white_circle::blue_circle:,,,,,,,
ct_701,Mikonage13,:rocket: :alien::musical_notes::tumbler_glass::smiling_face_with_sunglasses:,,,,,,,
ct_702,f c,THIS MUSIC IS LIKE A COCAINE HEAD AS BIG AS DANA WHITES HEAD,,,,,,,
ct_703,Doughnut Doney,great track,,,,,,,
ct_707,TouchPerInch,:two_hearts::two_hearts::two_hearts::two_hearts::two_hearts::two_hearts:,,,,,,,
ct_711,filtav,OOOF bass,,,,,,,
ct_716,f c,NOCHEUFC NO TACO WHO MISS WIEGHT,,,,,,,
ct_717,blue_scape,The next song is Highschool Lover,,,,,,,
ct_718,Stefan Irma,:bomb:,,,,,,,
ct_719,Martin Hallak,:face-orange-raised-eyebrow:,,,,,,,
ct_721,MrTRIFORCE666,🙌🏻,,,,,,,
ct_722,Miguel Ferreira,:socialdist:,,,,,,,
ct_724,Headsknow,Is Melissa on the list of tracks? ,,,,,,,
ct_725,Mikonage13,:robot::mechanical_arm::flying_saucer::musical_notes:,,,,,,,
ct_728,blue_scape,No @Headsknow ,,,,,,,
ct_729,The Shooting Star,@blue_scape Yes i think,,,,,,,
ct_731,Headsknow,Thanks ,,,,,,,
ct_733,f c,3 2 1 1 1 1 ,,,,,,,
ct_738,MrTRIFORCE666,:fireworks: :fireworks: :fireworks:,,,,,,,
ct_739,Mabel González,:elbowcough:,,,,,,,
ct_741,filtav,:eyes-pink-heart-shape:,,,,,,,
ct_744,blue_scape,From the setlist: Highschool Lover - Surfing on a Rocket - Don't Be Light - Alone in Kyoto @Headsknow ,,,,,,,
ct_751,Headsknow,Oh my what a selection thank you @blue_scape ,,,,,,,
ct_752,Nat GE,bass:red_heart::flying_saucer:,,,,,,,
ct_757,SGee,"Did they already play ""All i need""?",,,,,,,
ct_759,RetroSound,those Solina strings:heart_with_ribbon:,,,,,,,
ct_763,MrTRIFORCE666,:shooting_star:,,,,,,,
ct_770,f c,MUTO WETBACK COMO MI. ES BUENO ,,,,,,,
ct_772,filtav,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,,,,,,,
ct_773,TouchPerInch,:two_hearts::two_hearts::two_hearts::two_hearts::two_hearts::two_hearts:,,,,,,,
ct_774,Dolores Maldonado,youre my playground love,,,,,,,
ct_775,János,Those jazzy chords:sparkling_heart::sparkling_heart:,,,,,,,
ct_776,MrTRIFORCE666,:musical_keyboard: :musical_keyboard: :musical_keyboard:,,,,,,,
ct_778,Yann ,Love is in the AIR,,,,,,,
ct_779,Oksana Portillo,what was the last song?,,,,,,,
ct_781,blue_scape,Alone in Kyoto ,,,,,,,
ct_782,filtav,run it was called,,,,,,,
ct_785,Emmet Brown,Air is breathable,,,,,,,
ct_787,FANThOMAS,:nail_polish:,,,,,,,
ct_788,Élio Béadès,The Virgin Suicides :red_heart:,,,,,,,
ct_789,filtav,:eyes-pink-heart-shape:,,,,,,,
ct_791,Emmet Brown,chill & nice perfect to fk,,,,,,,
ct_792,Eoinii,Serious Pink Floyd vibes off this one,,,,,,,
ct_793,Headsknow,Such a bowl of remember berries. ,,,,,,,
ct_794,xochimej,:red_heart::red_heart::red_heart: desde México,,,,,,,
ct_796,Headsknow,Soaking in this nostalgia ,,,,,,,
ct_797,matzebumm,@blue_scape Who knows...? :winking_face_with_tongue: ,,,,,,,
ct_799,Eri,Please come to Japan:heart_exclamation:,,,,,,,
ct_804,MrTRIFORCE666,:fire:,,,,,,,
ct_807,popcorntommy,how long is this concert ? anyone know,,,,,,,
ct_810,János,Vladimir this is for you,,,,,,,
ct_811,blue_scape,Two or three songs left @popcorntommy ,,,,,,,
ct_813,filtav,each little detail its such huge sensibility composing ,,,,,,,
ct_814,Stefan Irma,never ever thought it could be play live,,,,,,,
ct_816,filtav,and the way they are interpreting it live OOOF,,,,,,,
ct_818,filtav,:eyes-pink-heart-shape:,,,,,,,
ct_819,Kyle Foy,:face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes:,,,,,,,
ct_825,filtav,@ARTE Concert thx again for sharing :face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,,,,,,,
ct_827,Jimmy Weider,amazing !! wanna see u guys come to strasbourg !!!!,,,,,,,
ct_828,MrTRIFORCE666,:high_voltage:,,,,,,,
ct_829,Romeo CHARLIE,:raising_hands::raising_hands::raising_hands:,,,,,,,
ct_830,MrTRIFORCE666,🙌🏻,,,,,,,
ct_833,filtav,:hand-orange-covering-eyes:,,,,,,,
ct_834,Headsknow,You guys and gals in the comments are great give yourselves a round of applause. Thanks for making this even more fun,,,,,,,
ct_835,Stefan Irma,:flashlight: :grinning_face_with_sweat:,,,,,,,
ct_836,Pierre Desormeaux,:heart_with_arrow:,,,,,,,
ct_837,TouchPerInch,:two_hearts:,,,,,,,
ct_838,TouchPerInch,This is amazing!!!! :weary_cat::smiling_cat_with_heart_eyes:,,,,,,,
ct_841,Yuri -chef Pandita,:revolving_hearts::revolving_hearts::revolving_hearts:,,,,,,,
ct_845,MrTRIFORCE666,:fire: :fire: :fire:,,,,,,,
ct_847,alladinsane,who are playing the background synths?,,,,,,,
ct_851,lucalone,the drummer is perfect for them,,,,,,,
ct_852,Stefan Irma,caution for epileptics :black_heart:,,,,,,,
ct_853,Alexandre,:light_bulb::light_bulb::light_bulb:,,,,,,,
ct_855,alladinsane,are they playing to a backing track of strings synths?,,,,,,,
ct_857,RetroSound,half playback,,,,,,,
ct_859,Pablo Veas,yes they are,,,,,,,
ct_862,Romeo CHARLIE,:right_facing_fist::mending_heart::left_facing_fist:,,,,,,,
ct_864,Sebi Meyer,So good. Wave on. ,,,,,,,
ct_865,filtav,such a groove ,,,,,,,
ct_869,💜𝕾𝖆𝖒𝖆𝖗𝖆 𝕸𝖔𝖗𝖌𝖆𝖓💜,:face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:,,,,,,,
ct_871,Petr Černega,:rocket-red-countdown-liftoff:,,,,,,,
ct_873,💜𝕾𝖆𝖒𝖆𝖗𝖆 𝕸𝖔𝖗𝖌𝖆𝖓💜,:hand-orange-covering-eyes::face-blue-wide-eyes::face-orange-raised-eyebrow::face-fuchsia-tongue-out::hand-orange-covering-eyes::face-blue-wide-eyes::face-orange-raised-eyebrow::face-fuchsia-tongue-out::hand-pink-waving:,,,,,,,
ct_875,MrTRIFORCE666,:yougotthis:,,,,,,,
ct_876,MrTRIFORCE666,:elbowcough::elbowcough:,,,,,,,
ct_877,Stefan Irma,I :red_heart: ARTE,,,,,,,
ct_878,Kaibun,this is so good:cat-orange-whistling:,,,,,,,
ct_880,Malc Sired,A beautifully polished show! A rare gem these days...,,,,,,,
ct_881,MrTRIFORCE666,🙌🏻,,,,,,,
ct_882,TouchPerInch,👏🏻👏🏻👏🏻👏🏻👏🏻,,,,,,,
ct_883,filtav,fresh AIR as in back 1998 crazy1,,,,,,,
ct_885,Romeo CHARLIE,:sparkling_heart:,,,,,,,
ct_886,Headsknow,All parts of yes!!! ,,,,,,,
ct_891,Tomasz Stasiak,:face_blowing_a_kiss::smiling_face_with_heart_eyes::face_blowing_a_kiss::partying_face::disguised_face::smiling_face_with_hearts::nerd_face::smiling_face_with_hearts::smiling_face_with_sunglasses::smiling_face_with_heart_eyes:,,,,,,,
ct_893,TouchPerInch,Alone in Kyotot!!!!!,,,,,,,
ct_897,Élio Béadès,👏🏼👏🏼👏🏼,,,,,,,
ct_898,Headsknow,Lost in Translation ,,,,,,,
ct_901,MrTRIFORCE666,:clinking_glasses:,,,,,,,
ct_902,popcorntommy,@blue_scape thank you ,,,,,,,
ct_905,Tomasz Stasiak,:partying_face::pleading_face::winking_face_with_tongue:,,,,,,,
ct_906,popcorntommy,@ARTE Concert merci ,,,,,,,
ct_908,MrTRIFORCE666,:cherry_blossom:,,,,,,,
ct_909,TouchPerInch,:japanese_castle::japanese_dolls::cherry_blossom:,,,,,,,
ct_910,filtav,such a beautiful track Kyoto,,,,,,,
ct_911,Alessandro Demitri,Immensi :red_heart:,,,,,,,
ct_912,Stefan Irma,:red_heart: to be lost,,,,,,,
ct_913,revoiin,Lost in Translation :red_heart::red_heart::red_heart:,,,,,,,
ct_914,filtav,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,,,,,,,
ct_915,RetroSound,my favorite track :heart_with_ribbon:,,,,,,,
ct_917,Julieta Goldsman,<3,,,,,,,
ct_919,TouchPerInch,:two_hearts::two_hearts::two_hearts::two_hearts:,,,,,,,
ct_921,Emmet Brown,Thanks for bringing us such content Arte,,,,,,,
ct_923,Andora ,VIVE ARTE VIVE YOUTUBE:face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss:,,,,,,,
ct_926,AndyChlau08,breathtaking,,,,,,,
ct_927,blue_scape,"""For relaxing times, make it Suntory times."" ",,,,,,,
ct_929,filtav,:eyes-pink-heart-shape:,,,,,,,
ct_931,Emmet Brown,Pour Arte hip hip hip .... ? ,,,,,,,
ct_933,filtav,those vocals.... OOOF,,,,,,,
ct_935,blue_scape,Thanks for not cutting out a song :winking_face: @ARTE Concert ,,,,,,,
ct_936,Irie Elliott,beautiful wow,,,,,,,
ct_938,Stefan Irma,:hatching_chick:,,,,,,,
ct_943,MrTRIFORCE666,:glowing_star:,,,,,,,
ct_944,Nat GE,"this band, this music, brings me hope in future... we need quality in music!!",,,,,,,
ct_945,Steven Baker,A thousand thanks ARTE!:star_struck::thumbs_up::smiling_cat_with_heart_eyes:,,,,,,,
ct_947,Headsknow,This really made my day. ,,,,,,,
ct_948,MrTRIFORCE666,👏🏻👏🏻,,,,,,,
ct_952,Headsknow,Big up much love to all from Detroit Michigan ,,,,,,,
ct_954,RetroSound,quality ...rare these days,,,,,,,
ct_956,maria sims,I was there. Mind blowing brilliance. loved every second and didnt want it to end. Thank you Air x,,,,,,,
ct_958,Stefan Irma,:winking_face_with_tongue:,,,,,,,
ct_959,MrTRIFORCE666,🙌🏻,,,,,,,
ct_960,TouchPerInch,Thank you so so mch for this gift @ARTE Concert ,,,,,,,
ct_962,Andora ,MERCI AIR MERCI ARTE MERCI YOUTUBE:purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:,,,,,,,
ct_964,Doughnut Doney,whats this final song btw?,,,,,,,
ct_969,blue_scape,Electronic Performers,,,,,,,
ct_971,The Jelly Shed,:full_moon_face::rocket:,,,,,,,
ct_975,Stefan Irma,where is my first usb mp3 player :star_struck:,,,,,,,
ct_976,MrTRIFORCE666,:hands-yellow-heart-red: :globe_with_meridians:,,,,,,,
ct_978,Doughnut Doney,thank you,,,,,,,
ct_979,f c,RIGHT TAP ,,,,,,,
ct_980,patricia alcantara,:face-red-heart-shape:,,,,,,,
ct_982,Steven Baker,"I watched this on streaming the whole weekend after the gig until it was taken down, great to have it for a year!",,,,,,,
ct_983,f c,RIGHT RIGHT TAP,,,,,,,
ct_987,Marie Pennamen,@Emmet Brown A French Pun,,,,,,,
ct_988,Stefan Irma,:ghost:,,,,,,,
ct_989,Pablo Veas,scary,,,,,,,
ct_990,RetroSound,:musical_keyboard::heart_with_ribbon:,,,,,,,
ct_991,popcorntommy,will this stay on YouTube ? @ARTE Concert ,,,,,,,
ct_998,MrTRIFORCE666,:fire:,,,,,,,
ct_1000,f c,UNITED @ARTE Concert ,,,,,,,
ct_1004,Marie Pennamen,@ARTE Concert A French/German TV for a French Band,,,,,,,
ct_1005,János,Riding on magnetic waves,,,,,,,
ct_1009,blue_scape,Thanks for not cutting out a song :winking_face: @ARTE Concert ,,,,,,,
ct_1010,MrTRIFORCE666,🙌🏻🙏🏻,,,,,,,
ct_1011,David Jareño Martinez,INcredible sound,,,,,,,
ct_1012,TouchPerInch,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,,,,,,,
ct_1013,Fabrice Vigano-Géry,:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:,,,,,,,
ct_1015,Tomasz Stasiak,Where is sawtooth solo on MS-20,,,,,,,
ct_1019,MrTRIFORCE666,:fireworks: :fireworks: :fireworks:,,,,,,,
ct_1024,Irie Elliott,Austin Texas is ready for AIR 🙌🏽🙌🏽,,,,,,,
ct_1026,filtav,oh no visitours thought viewers lol,,,,,,,
ct_1027,Petr Černega,So fragile and epic in one moment,,,,,,,
ct_1030,filtav,said lost in translation and I was @ARTE Concert lol,,,,,,,
ct_1035,Andora ,PSYCHE :grinning_face:,,,,,,,
ct_1036,ArmelleP,:face_with_tears_of_joy:,,,,,,,
ct_1038,János,@ARTE Concert Always quality Thank You,,,,,,,
ct_1041,WEO SELECTOR,:face-fuchsia-wide-eyes:,,,,,,,
ct_1042,Alexandre,Playground Love :heart_suit:,,,,,,,
ct_1043,popcorntommy,thanks @ARTE Concert ,,,,,,,
ct_1045,MrTRIFORCE666,👏🏻👏🏻,,,,,,,
ct_1046,WEO SELECTOR,:hand-orange-covering-eyes:,,,,,,,
ct_1047,filtav,whistle it,,,,,,,
ct_1050,Nat GE,suuuuperrrrrrr:red_heart::glowing_star:,,,,,,,
ct_1051,TouchPerInch,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,,,,,,,
ct_1053,RetroSound,thank you Arte :heart_with_ribbon:,,,,,,,
ct_1054,blue_scape,Many thanks for the recording and thanks for not cutting out a song :winking_face: @ARTE Concert ,,,,,,,
ct_1058,WEO SELECTOR,:fish-orange-wide-eyes::fish-orange-wide-eyes::fish-orange-wide-eyes::fish-orange-wide-eyes:,,,,,,,
ct_1059,Nat GE,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,,,,,,,
ct_1061,TouchPerInch,They are amazing!!!,,,,,,,
ct_1062,MrTRIFORCE666,👏🏻 👏🏻 👏🏻,,,,,,,
ct_1063,Stefan Irma,do it again please,,,,,,,
ct_1065,Headsknow,Thanks Arte thanks Air ,,,,,,,
ct_1066,WEO SELECTOR,:face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:,,,,,,,
ct_1067,TouchPerInch,👏🏻👏🏻👏🏻👏🏻👏🏻,,,,,,,
ct_1069,Andora ,MAGNIFIQUE:purple_heart::purple_heart::purple_heart::purple_heart:,,,,,,,
ct_1079,f c,people aer people why i cant you and i get along so naturallly,,,,,,,
ct_1082,Steven Baker,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,,,,,,,
ct_1086,Romeo CHARLIE,:grinning_cat_with_smiling_eyes:,,,,,,,
ct_1087,Barbora B (BB1411),thank you arte :),,,,,,,
ct_1090,Davidson Gustavo,thank you for this,,,,,,,
ct_1093,blue_scape,Bye from Germany ,,,,,,,
ct_1095,TouchPerInch,Thank you so much Arte concert!! :two_hearts::two_hearts::two_hearts:,,,,,,,
ct_1099,Fabrice Vigano-Géry,:red_heart::red_heart::red_heart::red_heart::red_heart:,,,,,,,
ct_1100,Headsknow,Needless to say I subscribed ,,,,,,,
ct_1102,filtav,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,,,,,,,
ct_1104,katekuzminova,incredible. ,,,,,,,
